Product Name,Vendor Name,Price,Category,Location,Season,Competitor Price,Inventory Levels (kg),Perishability,Weather,Local Event,Customer Segment
Banana ,Blinkit,77.0,High-scale,Mumbai,summer,73.79902758744235,387,2,rainy,No,high-spender
Orange ,Blinkit,130.0,High-scale,Mumbai,winter,126.52540792563599,299,3,cold,Yes,high-spender
Grapes,Blinkit,408.0,High-scale,Mumbai,summer,404.41531071211017,412,3,rainy,No,high-spender
Pomegranate ,Blinkit,326.0,High-scale,Mumbai,"fall, winter",344.5934726828245,490,4,hot,No,bulk-buyer
Pineapple,Blinkit,105.0,High-scale,Mumbai,"summer, monsoon",98.69314942532556,70,2,rainy,No,occasional-buyer
Kiwi,Blinkit,408.0,High-scale,Mumbai,"fall, winter",409.1615301745507,245,4,rainy,No,high-spender
Potato ,FamilyGarden,60.0,Small-scale,Chennai,winter,61.10897482634451,227,2,cold,Yes,bulk-buyer
Carrot,FamilyGarden,160.0,Small-scale,Chennai,winter,145.48641320703993,466,4,hot,No,occasional-buyer
Onion,FamilyGarden,90.0,Small-scale,Chennai,"summer, winter",91.9358073342259,56,3,cold,Yes,occasional-buyer
Garlic ,FamilyGarden,460.0,Small-scale,Chennai,"fall, summer",429.6882193792309,119,5,rainy,Yes,bulk-buyer
Tomato ,FamilyGarden,76.0,Small-scale,Chennai,summer,69.38878421337625,176,4,moderate,Yes,high-spender
Brinjal,FamilyGarden,70.0,Small-scale,Chennai,"summer, monsoon",76.28439752154668,448,2,rainy,Yes,occasional-buyer
Cauliflower,FamilyGarden,82.0,Small-scale,Chennai,winter,89.63636534242278,209,2,cold,No,high-spender
Apple,FamilyGarden,352.0,Small-scale,Chennai,"summer, fall",373.7111733073989,297,3,moderate,No,high-spender
Banana ,FamilyGarden,90.0,Small-scale,Chennai,summer,86.48304784512068,252,2,cold,Yes,budget-conscious
Orange ,FamilyGarden,100.0,Small-scale,Chennai,winter,91.95344228012769,197,1,cold,No,high-spender
Grapes,FamilyGarden,,Small-scale,Chennai,summer,,192,5,hot,Yes,budget-conscious
Pomegranate ,FamilyGarden,,Small-scale,Chennai,"fall, winter",,481,4,moderate,No,occasional-buyer
Pineapple,FamilyGarden,130.0,Small-scale,Chennai,"summer, monsoon",120.17299410596426,248,5,rainy,No,bulk-buyer
Kiwi,FamilyGarden,555.0,Small-scale,Chennai,"fall, winter",554.464637022351,454,3,cold,No,budget-conscious
Onion,Local Market,36.0,Low Scale,"Vellore, Tamil Nadu",Summer,32.64759735202957,475,4,rainy,Yes,bulk-buyer
Onion,Local Market,36.0,Low Scale,Jaipur,Summer,38.947106894967234,203,4,hot,Yes,occasional-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,39.02199584912014,425,1,hot,No,high-spender
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,42.332682731702654,433,3,moderate,Yes,occasional-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,39.45603082393317,191,2,hot,Yes,bulk-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,41.16455777365805,362,1,hot,No,occasional-buyer
Tomato,Local Market,38.0,Low Scale,Jaipur,Summer,38.354998123008926,214,1,rainy,Yes,high-spender
Tomato,Local Market,38.0,Low Scale,Jaipur,Summer,35.60489386199401,363,5,hot,No,occasional-buyer
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,61.25934783096306,70,5,hot,No,high-spender
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,59.081487621644484,131,5,cold,No,budget-conscious
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,60.92238814551892,118,1,hot,Yes,bulk-buyer
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,60.42206632478967,180,2,cold,No,high-spender
Potato,Local Market,36.0,Low Scale,Jaipur,Summer,36.70487984743982,136,4,hot,No,high-spender
Potato,Local Market,36.0,Low Scale,Jaipur,Summer,39.037494492166445,267,5,hot,Yes,occasional-buyer
Potato,Local Market,42.0,Low Scale,Jaipur,Summer,38.54333701723613,470,2,moderate,Yes,budget-conscious
Potato,Local Market,42.0,Low Scale,Jaipur,Summer,39.44625604432082,354,3,moderate,Yes,high-spender
Potato,Local Market,42.0,Low Scale,Jaipur,Summer,38.17990922684852,452,5,cold,Yes,budget-conscious
Potato,Local Market,42.0,Low Scale,Jaipur,Summer,40.53277477841142,420,4,hot,No,budget-conscious
Carrot,Local Market,52.0,Low Scale,Jaipur,Summer,50.84224381277061,394,3,rainy,Yes,occasional-buyer
Carrot,Local Market,52.0,Low Scale,Jaipur,Summer,49.62202993044852,390,3,moderate,Yes,high-spender
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,51.15588008785852,433,4,rainy,Yes,occasional-buyer
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,46.62483193625846,445,5,moderate,Yes,bulk-buyer
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,45.896971292998856,494,1,moderate,No,bulk-buyer
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,48.40988239831919,474,4,hot,Yes,high-spender
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,25.989175659858674,210,4,moderate,No,budget-conscious
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,29.692303092222627,227,4,rainy,Yes,high-spender
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,25.61748360460672,166,3,moderate,No,high-spender
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,30.7265668449629,245,2,cold,No,bulk-buyer
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,29.524570708061283,432,1,hot,Yes,bulk-buyer
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,26.312807816591366,376,5,hot,No,budget-conscious
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,31.53865481986522,135,5,cold,Yes,budget-conscious
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,37.20822999918384,338,2,cold,No,high-spender
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,39.57211581324189,130,4,cold,No,occasional-buyer
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,39.740454477111506,201,1,moderate,No,high-spender
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,40.06165463481319,110,5,hot,Yes,budget-conscious
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,34.762739353179086,110,5,cold,No,occasional-buyer
Garlic,Local Market,201.0,Low Scale,Jaipur,Summer,195.31032228747978,403,4,moderate,Yes,bulk-buyer
Garlic,Local Market,201.0,Low Scale,Jaipur,Summer,185.55793619291023,77,2,cold,No,budget-conscious
Garlic,Local Market,189.0,Low Scale,Jaipur,Summer,202.72530949809746,491,1,rainy,No,budget-conscious
Garlic,Local Market,189.0,Low Scale,Jaipur,Summer,193.6606691940817,92,2,rainy,No,occasional-buyer
Garlic,Local Market,189.0,Low Scale,Jaipur,Summer,182.60794533943016,218,2,hot,No,budget-conscious
Garlic,Local Market,189.0,Low Scale,Jaipur,Summer,172.5025056408117,472,1,moderate,No,budget-conscious
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,39.45005503806843,135,1,rainy,No,budget-conscious
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,43.426649898240726,226,5,rainy,Yes,budget-conscious
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,47.06645560504258,66,5,moderate,Yes,budget-conscious
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,46.23801724219692,147,1,cold,Yes,budget-conscious
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,48.48491468318694,247,3,moderate,No,budget-conscious
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,44.74993432645755,147,5,cold,Yes,budget-conscious
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,51.73945555450898,114,3,rainy,No,bulk-buyer
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,58.38834161689754,379,1,rainy,Yes,budget-conscious
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,58.92079254450926,390,5,rainy,Yes,bulk-buyer
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,56.686304612778365,54,2,hot,No,bulk-buyer
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,59.03483241549108,51,1,hot,No,high-spender
Tomato,Local Market,56.0,Low Scale,Jaipur,Summer,55.93051067928118,71,4,hot,Yes,high-spender
Potato,Local Market,42.0,Low Scale,Jaipur,Summer,42.19095576680875,161,3,moderate,Yes,bulk-buyer
Potato,Local Market,46.0,Low Scale,Jaipur,Summer,45.33337736889866,106,1,rainy,Yes,bulk-buyer
Potato,Local Market,46.0,Low Scale,Jaipur,Summer,41.63385596604567,115,1,rainy,Yes,budget-conscious
Potato,Local Market,46.0,Low Scale,Jaipur,Summer,42.392601128338406,379,5,moderate,No,high-spender
Potato,Local Market,46.0,Low Scale,Jaipur,Summer,41.689148508317956,147,5,hot,Yes,occasional-buyer
Potato,Local Market,46.0,Low Scale,Jaipur,Summer,47.25497578362678,193,5,moderate,No,high-spender
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,46.21781741833274,417,4,hot,No,bulk-buyer
Carrot,Local Market,51.0,Low Scale,Jaipur,Summer,51.08742104987997,484,5,rainy,Yes,bulk-buyer
Carrot,Local Market,51.0,Low Scale,Jaipur,Summer,55.15717803404615,174,1,cold,No,budget-conscious
Carrot,Local Market,51.0,Low Scale,Jaipur,Summer,48.44278073731853,216,5,hot,Yes,budget-conscious
Carrot,Local Market,51.0,Low Scale,Jaipur,Summer,50.085905814963425,135,2,rainy,No,high-spender
Carrot,Local Market,51.0,Low Scale,Jaipur,Summer,53.6066216131391,125,5,rainy,No,budget-conscious
Cauliflower,Local Market,28.0,Low Scale,Jaipur,Summer,26.481269726753087,393,4,cold,Yes,occasional-buyer
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,23.800295531109725,473,2,rainy,No,occasional-buyer
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,24.906707555151595,343,1,rainy,No,budget-conscious
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,24.238350693720825,493,1,hot,Yes,occasional-buyer
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,28.234427792181382,108,3,hot,No,occasional-buyer
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,27.60222597373497,187,2,cold,No,high-spender
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,39.01386854947922,148,3,cold,Yes,occasional-buyer
Brinjal,Local Market,36.0,Low Scale,Jaipur,Summer,38.67451624935157,241,2,rainy,Yes,bulk-buyer
Brinjal,Local Market,36.0,Low Scale,Jaipur,Summer,38.18643895367363,292,2,hot,No,bulk-buyer
Brinjal,Local Market,36.0,Low Scale,Jaipur,Summer,33.74330442397946,368,4,cold,No,high-spender
Brinjal,Local Market,36.0,Low Scale,Jaipur,Summer,38.82642478912784,98,3,cold,No,budget-conscious
Brinjal,Local Market,36.0,Low Scale,Jaipur,Summer,36.283264141792685,497,4,moderate,Yes,high-spender
Garlic,Local Market,189.0,Low Scale,Jaipur,Summer,200.62123786520158,81,2,cold,No,budget-conscious
Garlic,Local Market,206.0,Low Scale,Jaipur,Summer,222.31896155684794,440,1,rainy,No,budget-conscious
Garlic,Local Market,206.0,Low Scale,Jaipur,Summer,198.50174316884082,326,2,hot,No,budget-conscious
Garlic,Local Market,206.0,Low Scale,Jaipur,Summer,189.9341392905403,69,4,cold,No,budget-conscious
Garlic,Local Market,206.0,Low Scale,Jaipur,Summer,194.790928696728,203,3,moderate,No,budget-conscious
Garlic,Local Market,206.0,Low Scale,Jaipur,Summer,202.99684089140177,432,3,hot,No,high-spender
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,43.60772108056445,117,4,cold,Yes,budget-conscious
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,43.95799078270202,415,3,moderate,Yes,occasional-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,36.95700747035577,421,5,cold,No,occasional-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,41.088127881136046,263,1,hot,No,budget-conscious
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,40.322770225819994,192,1,hot,Yes,occasional-buyer
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,42.49897029423657,425,1,hot,Yes,bulk-buyer
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,41.57878830600315,281,3,rainy,Yes,high-spender
Onion,Local Market,45.0,Low Scale,Jaipur,Summer,43.538536542632656,262,3,cold,No,high-spender
Tomato,Local Market,53.0,Low Scale,Jaipur,Summer,57.69484286147271,128,2,rainy,No,budget-conscious
Tomato,Local Market,53.0,Low Scale,Jaipur,Summer,51.125951079420005,263,2,hot,No,budget-conscious
Tomato,Local Market,53.0,Low Scale,Jaipur,Summer,53.199180590479685,165,1,moderate,No,bulk-buyer
Tomato,Local Market,53.0,Low Scale,Jaipur,Summer,55.15200096428889,141,5,cold,Yes,budget-conscious
Tomato,Local Market,53.0,Low Scale,Jaipur,Summer,51.554473785220516,319,2,rainy,Yes,occasional-buyer
Tomato,Local Market,55.0,Low Scale,Jaipur,Summer,60.18960290993057,460,2,cold,Yes,bulk-buyer
Tomato,Local Market,55.0,Low Scale,Jaipur,Summer,60.086920244363235,430,3,moderate,Yes,occasional-buyer
Tomato,Local Market,55.0,Low Scale,Jaipur,Summer,52.269605254079,217,5,rainy,No,high-spender
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,39.977988047139085,107,1,hot,No,occasional-buyer
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,38.40702647853416,333,2,rainy,Yes,high-spender
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,38.27872395501974,75,5,cold,Yes,occasional-buyer
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,36.29509557883627,418,5,cold,Yes,high-spender
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,40.876514671839175,496,1,cold,Yes,budget-conscious
Potato,Local Market,49.0,Low Scale,Jaipur,Summer,49.02625442764285,115,5,cold,Yes,occasional-buyer
Potato,Local Market,49.0,Low Scale,Jaipur,Summer,44.60449176224989,458,5,hot,No,high-spender
Potato,Local Market,49.0,Low Scale,Jaipur,Summer,46.8307353495188,297,5,rainy,No,occasional-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,54.082658859666545,303,2,hot,Yes,bulk-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,47.39561890666973,436,1,hot,Yes,budget-conscious
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,46.44894872091223,93,5,hot,Yes,high-spender
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,49.89452760277563,146,5,cold,No,bulk-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,54.85650454110601,91,2,cold,No,occasional-buyer
Carrot,Local Market,46.0,Low Scale,Jaipur,Summer,43.6269084979058,276,1,cold,No,bulk-buyer
Carrot,Local Market,46.0,Low Scale,Jaipur,Summer,47.58364703613408,311,3,rainy,Yes,occasional-buyer
Carrot,Local Market,46.0,Low Scale,Jaipur,Summer,48.4069004610242,216,2,moderate,No,budget-conscious
Cauliflower,Local Market,24.0,Low Scale,Jaipur,Summer,22.740660211163522,485,1,cold,Yes,bulk-buyer
Cauliflower,Local Market,24.0,Low Scale,Jaipur,Summer,25.09543847333693,328,5,rainy,No,budget-conscious
Cauliflower,Local Market,24.0,Low Scale,Jaipur,Summer,23.365359037052414,138,1,cold,No,high-spender
Cauliflower,Local Market,24.0,Low Scale,Jaipur,Summer,24.635067986849183,428,1,cold,No,occasional-buyer
Cauliflower,Local Market,24.0,Low Scale,Jaipur,Summer,24.640942611652292,227,1,hot,Yes,occasional-buyer
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,25.178873420373794,476,3,hot,Yes,budget-conscious
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,22.95144885027204,452,1,hot,No,budget-conscious
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,26.67651247794619,246,3,rainy,Yes,high-spender
Brinjal,Local Market,32.0,Low Scale,Jaipur,Summer,30.85299241581911,356,5,moderate,Yes,bulk-buyer
Brinjal,Local Market,32.0,Low Scale,Jaipur,Summer,29.993718466559066,316,3,moderate,Yes,occasional-buyer
Brinjal,Local Market,32.0,Low Scale,Jaipur,Summer,29.06096090595049,317,5,rainy,Yes,occasional-buyer
Brinjal,Local Market,32.0,Low Scale,Jaipur,Summer,32.58171483640475,123,5,cold,Yes,high-spender
Brinjal,Local Market,32.0,Low Scale,Jaipur,Summer,33.13641191579061,57,3,rainy,Yes,high-spender
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,31.61611480249499,457,2,cold,Yes,budget-conscious
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,35.08465140809497,346,4,rainy,No,budget-conscious
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,33.08547042638557,213,1,rainy,Yes,bulk-buyer
Garlic,Local Market,209.0,Low Scale,Jaipur,Summer,215.06822263911502,134,4,rainy,Yes,high-spender
Garlic,Local Market,209.0,Low Scale,Jaipur,Summer,195.38851673240865,121,1,moderate,No,bulk-buyer
Garlic,Local Market,209.0,Low Scale,Jaipur,Summer,216.98119745268306,104,1,hot,No,high-spender
Garlic,Local Market,209.0,Low Scale,Jaipur,Summer,204.26553747536246,442,5,rainy,No,occasional-buyer
Garlic,Local Market,209.0,Low Scale,Jaipur,Summer,227.25531352919552,96,1,moderate,No,high-spender
Garlic,Local Market,186.0,Low Scale,Jaipur,Summer,172.51577912223095,448,1,hot,Yes,high-spender
Garlic,Local Market,186.0,Low Scale,Jaipur,Summer,180.08766825906963,481,3,hot,No,occasional-buyer
Garlic,Local Market,186.0,Low Scale,Jaipur,Summer,171.62121499014992,287,4,rainy,No,high-spender
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,44.48248766988422,153,3,cold,Yes,bulk-buyer
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,44.094182697724044,259,1,cold,Yes,budget-conscious
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,39.01512134726428,91,5,cold,Yes,budget-conscious
Onion,Local Market,41.0,Low Scale,Jaipur,Summer,42.31186917748027,365,3,rainy,No,bulk-buyer
Onion,Local Market,46.0,Low Scale,Jaipur,Summer,48.918444241851184,317,3,cold,Yes,occasional-buyer
Onion,Local Market,46.0,Low Scale,Jaipur,Summer,46.507847466715056,435,2,moderate,No,high-spender
Onion,Local Market,46.0,Low Scale,Jaipur,Summer,46.27278532087526,312,1,moderate,Yes,bulk-buyer
Onion,Local Market,46.0,Low Scale,Jaipur,Summer,43.625041076284155,385,5,moderate,Yes,budget-conscious
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,35.826201588886015,436,3,moderate,No,budget-conscious
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.098282912035955,414,3,hot,Yes,bulk-buyer
Tomato,Local Market,45.0,Low Scale,Jaipur,Summer,48.60376251446998,308,5,moderate,Yes,budget-conscious
Tomato,Local Market,45.0,Low Scale,Jaipur,Summer,46.197913115459414,332,1,cold,Yes,bulk-buyer
Tomato,Local Market,45.0,Low Scale,Jaipur,Summer,43.551268119438305,163,2,rainy,Yes,budget-conscious
Tomato,Local Market,45.0,Low Scale,Jaipur,Summer,43.64288617151395,412,3,cold,Yes,bulk-buyer
Tomato,Local Market,29.0,Low Scale,Jaipur,Summer,30.31054293744739,89,2,moderate,No,high-spender
Tomato,Local Market,29.0,Low Scale,Jaipur,Summer,31.30323950772495,466,4,hot,No,high-spender
Tomato,Local Market,29.0,Low Scale,Jaipur,Summer,31.24510126073768,269,1,moderate,Yes,high-spender
Tomato,Local Market,29.0,Low Scale,Jaipur,Summer,30.62327816597422,178,4,rainy,No,high-spender
Tomato,Local Market,30.0,Low Scale,Jaipur,Summer,30.852189876925728,57,4,cold,No,budget-conscious
Tomato,Local Market,30.0,Low Scale,Jaipur,Summer,27.50483978997029,150,4,rainy,No,occasional-buyer
Potato,Local Market,47.0,Low Scale,Jaipur,Summer,43.81930991248937,465,1,rainy,Yes,bulk-buyer
Potato,Local Market,47.0,Low Scale,Jaipur,Summer,50.746409372154545,429,1,rainy,Yes,occasional-buyer
Potato,Local Market,47.0,Low Scale,Jaipur,Summer,48.00043316080015,225,5,cold,Yes,budget-conscious
Potato,Local Market,47.0,Low Scale,Jaipur,Summer,42.38645228519632,156,2,moderate,No,budget-conscious
Potato,Local Market,43.0,Low Scale,Jaipur,Summer,39.57265526864788,150,2,rainy,No,occasional-buyer
Potato,Local Market,43.0,Low Scale,Jaipur,Summer,44.40611521432928,309,5,cold,Yes,occasional-buyer
Potato,Local Market,43.0,Low Scale,Jaipur,Summer,38.743529621077485,415,5,hot,Yes,budget-conscious
Potato,Local Market,43.0,Low Scale,Jaipur,Summer,40.08294924219049,295,4,cold,No,budget-conscious
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,40.38987031493269,324,5,hot,No,bulk-buyer
Potato,Local Market,40.0,Low Scale,Jaipur,Summer,41.535161581541544,81,3,cold,Yes,high-spender
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,51.51961259502601,186,2,moderate,No,high-spender
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,47.2426930946056,61,5,rainy,No,bulk-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,52.12179221347536,444,3,moderate,No,occasional-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,47.372490874968,351,3,cold,No,budget-conscious
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,48.25399698159268,424,3,rainy,No,occasional-buyer
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,52.464914051180244,65,3,hot,No,high-spender
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,51.49632899047215,178,4,cold,No,high-spender
Carrot,Local Market,50.0,Low Scale,Jaipur,Summer,53.49223410494178,112,3,rainy,Yes,occasional-buyer
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,49.5130837660833,158,4,hot,Yes,high-spender
Carrot,Local Market,48.0,Low Scale,Jaipur,Summer,48.65576259202053,424,4,hot,No,budget-conscious
Cauliflower,Local Market,27.0,Low Scale,Jaipur,Summer,24.8058437462717,70,3,moderate,No,bulk-buyer
Cauliflower,Local Market,27.0,Low Scale,Jaipur,Summer,26.285665336520943,207,2,cold,No,occasional-buyer
Cauliflower,Local Market,27.0,Low Scale,Jaipur,Summer,25.732092785481317,318,3,hot,Yes,budget-conscious
Cauliflower,Local Market,27.0,Low Scale,Jaipur,Summer,25.617544074247053,211,3,rainy,Yes,budget-conscious
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,27.365052773762233,309,3,hot,No,high-spender
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,24.465488623333805,461,2,hot,Yes,budget-conscious
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,26.96023277588557,151,1,moderate,No,occasional-buyer
Cauliflower,Local Market,25.0,Low Scale,Jaipur,Summer,25.655693129986318,272,1,moderate,No,budget-conscious
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,27.533018778416576,108,4,rainy,No,bulk-buyer
Cauliflower,Local Market,26.0,Low Scale,Jaipur,Summer,26.013712884147,296,4,moderate,No,budget-conscious
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,38.58446952316033,177,2,hot,No,budget-conscious
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,37.94313447302337,332,5,hot,No,bulk-buyer
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,35.68384670726514,374,1,moderate,No,budget-conscious
Brinjal,Local Market,38.0,Low Scale,Jaipur,Summer,39.69063607598744,74,4,hot,Yes,budget-conscious
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,33.46540653708599,180,1,hot,No,high-spender
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,31.67021176502018,402,2,rainy,Yes,occasional-buyer
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,36.01830607135018,245,2,moderate,No,high-spender
Brinjal,Local Market,35.0,Low Scale,Jaipur,Summer,32.739774755849346,330,5,hot,No,occasional-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.43557695795274,453,5,moderate,Yes,bulk-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.540642900620185,467,2,rainy,Yes,bulk-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.2359422437195,203,4,moderate,No,bulk-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,37.98723786199247,431,1,hot,Yes,occasional-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,35.220561608925166,182,3,moderate,No,occasional-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.34088478818426,276,5,hot,No,occasional-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,38.439836356875055,238,3,hot,Yes,bulk-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.63990758854063,314,4,hot,Yes,occasional-buyer
Onion,Local Market,39.0,Low Scale,Jaipur,Summer,42.61623582129618,421,5,rainy,Yes,budget-conscious
